,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,total_nights,long_stay_flag,total_guests,guests_per_night,special_requests_per_guest,has_special_request,country_encoded,non_refund,reservation_match,is_resort,meal_encoded,market_segment_encoded,customer_type_encoded,distribution_channel_encoded
6878,1,167,2017,4,2,3,1,0.0,0,0,0,0,0,0,94.5,0,3,5,0,1.0,0.2,3.0,1,25,0,1,1,1,5,3,3
6879,0,259,2016,12,0,4,2,0.0,0,0,0,0,0,0,73.95,0,1,4,0,2.0,0.5,0.5,1,9,0,1,0,1,5,3,3
6880,1,85,2016,6,0,1,2,2.0,0,0,0,0,0,0,186.3,0,0,1,0,4.0,4.0,0.0,0,71,0,1,0,1,5,3,3
6881,0,264,2015,7,0,2,1,0.0,0,0,0,0,0,0,0.0,0,0,2,0,1.0,0.5,0.0,0,121,0,1,0,1,6,1,3
6882,0,0,2016,10,0,1,2,0.0,0,1,0,1,0,0,38.0,0,0,1,0,2.0,2.0,0.0,0,121,0,0,1,1,1,3,0
6883,1,180,2015,10,0,1,2,0.0,0,0,0,0,0,0,70.0,0,0,1,0,2.0,2.0,0.0,0,121,1,1,0,1,4,3,3
6884,1,384,2016,7,0,2,2,0.0,0,0,0,0,0,0,65.0,0,0,2,0,2.0,1.0,0.0,0,121,1,1,0,1,6,3,3
6885,1,207,2015,9,0,2,2,0.0,0,0,1,0,0,0,48.0,0,0,2,0,2.0,1.0,0.0,0,121,0,1,0,1,4,3,3
6886,0,11,2016,10,1,0,2,0.0,0,0,0,0,0,0,50.0,1,1,1,0,2.0,2.0,0.5,1,113,0,1,1,1,6,1,3
6887,0,1,2016,4,0,2,2,0.0,0,1,0,1,0,0,72.5,0,0,2,0,2.0,1.0,0.0,0,121,0,1,1,1,2,3,1
6888,0,68,2016,2,2,3,3,0.0,0,0,0,0,0,0,69.01,0,1,5,0,3.0,0.6,0.3333333333333333,1,66,0,1,1,1,5,3,3
6889,0,43,2016,1,0,3,2,0.0,0,0,0,0,0,0,60.0,0,0,3,0,2.0,0.6666666666666666,0.0,0,12,0,0,0,1,4,3,3
6890,1,211,2016,9,0,3,1,0.0,0,0,0,0,0,0,89.0,0,0,3,0,1.0,0.3333333333333333,0.0,0,121,1,1,1,1,6,3,3
6891,0,40,2016,9,1,4,2,0.0,0,0,0,0,0,0,145.98,0,1,5,0,2.0,0.4,0.5,1,27,0,1,0,1,5,3,3
6892,0,184,2016,7,2,4,2,0.0,0,0,0,0,0,0,80.75,0,0,6,0,2.0,0.3333333333333333,0.0,0,121,0,1,0,1,1,3,0
6893,0,21,2017,6,0,3,1,0.0,0,0,0,0,2,0,120.0,0,1,3,0,1.0,0.3333333333333333,1.0,1,50,0,1,0,0,5,3,3
6894,0,37,2015,10,0,2,2,0.0,0,0,0,0,0,0,105.3,0,2,2,0,2.0,1.0,1.0,1,71,0,1,0,1,5,2,3
6895,0,99,2017,7,1,2,3,0.0,0,0,0,0,0,0,190.0,0,0,3,0,3.0,1.0,0.0,0,121,0,1,0,1,5,3,3
6896,0,405,2017,7,0,2,2,0.0,0,0,0,0,0,0,114.4,0,0,2,0,2.0,1.0,0.0,0,38,0,1,0,2,4,1,3
6897,0,118,2016,6,1,2,1,0.0,0,0,0,0,0,0,110.0,0,0,3,0,1.0,0.3333333333333333,0.0,0,143,0,1,0,1,4,1,1
6898,1,88,2015,9,2,2,2,0.0,0,0,0,0,0,0,170.0,0,0,4,0,2.0,0.5,0.0,0,121,1,1,0,1,6,3,3
6899,1,143,2015,10,2,5,2,0.0,0,0,0,0,0,0,36.05,0,0,7,0,2.0,0.2857142857142857,0.0,0,121,1,1,1,1,6,3,3
6900,0,194,2017,8,2,3,2,0.0,0,0,0,0,0,0,71.1,0,1,5,0,2.0,0.4,0.5,1,71,0,1,0,0,4,3,3
6901,0,152,2016,7,5,11,3,0.0,0,0,0,0,0,0,184.34,0,2,16,1,3.0,0.1875,0.6666666666666666,1,50,0,0,0,2,5,3,3
6902,0,122,2016,8,3,5,2,0.0,0,0,0,0,0,0,72.26,0,2,8,1,2.0,0.25,1.0,1,46,0,1,0,1,4,1,3
6903,0,2,2017,1,0,1,1,0.0,0,1,0,1,0,0,35.0,0,0,1,0,1.0,1.0,0.0,0,121,0,1,1,1,2,3,1
6904,0,138,2015,7,0,1,2,0.0,0,0,0,0,0,0,60.0,0,0,1,0,2.0,2.0,0.0,0,121,0,1,0,1,6,1,3
6905,1,307,2015,8,0,2,2,0.0,0,0,1,0,0,0,62.0,0,0,2,0,2.0,1.0,0.0,0,121,1,1,0,1,6,2,3
6906,0,0,2016,1,0,1,1,0.0,0,1,0,2,0,0,65.0,0,1,1,0,1.0,1.0,1.0,1,121,0,1,0,1,2,1,1
6907,0,3,2017,8,0,1,1,0.0,0,1,0,21,0,0,67.0,0,3,1,0,1.0,1.0,3.0,1,121,0,1,0,1,2,3,1
6908,1,7,2016,11,1,0,1,0.0,0,0,0,0,0,0,56.0,0,0,1,0,1.0,1.0,0.0,0,46,0,1,1,1,5,3,3
6909,1,120,2016,5,2,7,2,0.0,0,0,0,0,0,0,109.65,0,1,9,1,2.0,0.2222222222222222,0.5,1,50,0,1,0,0,5,3,3
6910,0,146,2017,8,1,1,3,0.0,0,0,0,0,0,0,195.0,0,1,2,0,3.0,1.5,0.3333333333333333,1,12,0,1,0,1,5,3,3
6911,1,73,2016,5,1,2,2,0.0,0,0,0,0,0,0,80.0,0,0,3,0,2.0,0.6666666666666666,0.0,0,50,0,1,1,1,5,3,3
6912,0,405,2017,7,0,2,2,0.0,0,0,0,0,0,0,114.4,0,0,2,0,2.0,1.0,0.0,0,38,0,1,0,2,4,1,3
6913,0,172,2017,4,0,2,2,0.0,0,0,0,0,0,0,117.0,0,2,2,0,2.0,1.0,1.0,1,53,0,1,0,1,5,3,3
6914,0,56,2016,5,0,2,2,0.0,0,0,0,0,0,0,140.4,0,1,2,0,2.0,1.0,0.5,1,66,0,0,0,1,5,3,3
6915,0,65,2017,6,0,3,2,0.0,0,0,0,0,0,0,129.0,0,1,3,0,2.0,0.6666666666666666,0.5,1,38,0,1,0,0,5,3,3
6916,0,112,2017,4,2,1,2,0.0,0,0,0,0,5,0,81.67,0,1,3,0,2.0,0.6666666666666666,0.5,1,66,0,0,1,1,5,3,3
6917,0,99,2017,3,0,3,2,0.0,0,0,0,0,0,0,106.2,0,1,3,0,2.0,0.6666666666666666,0.5,1,38,0,1,0,1,5,3,3
6918,0,206,2017,8,1,3,2,0.0,0,0,0,0,0,0,144.0,0,0,4,0,2.0,0.5,0.0,0,38,0,1,0,1,5,3,3
6919,0,0,2015,8,0,1,2,2.0,0,0,0,0,0,0,130.0,0,2,1,0,4.0,4.0,0.5,1,121,0,0,0,1,1,3,0
6920,0,0,2017,3,0,1,1,0.0,0,0,0,0,0,0,105.0,0,0,1,0,1.0,1.0,0.0,0,53,0,1,1,1,1,3,0
6921,1,231,2017,8,2,4,2,1.0,0,0,0,0,0,0,183.33,0,1,6,0,3.0,0.5,0.3333333333333333,1,46,0,1,1,1,5,3,3
6922,0,0,2016,1,1,0,1,0.0,0,0,0,2,0,0,40.0,0,1,1,0,1.0,1.0,1.0,1,121,0,0,1,1,5,3,3
6923,1,38,2016,3,1,2,2,0.0,0,0,0,0,1,0,60.0,0,0,3,0,2.0,0.6666666666666666,0.0,0,121,0,1,1,1,5,3,3
6924,0,66,2016,1,1,0,2,0.0,0,0,0,0,0,0,59.4,0,1,1,0,2.0,2.0,0.5,1,121,0,1,1,1,5,3,3
6925,0,21,2015,7,0,3,2,1.0,0,0,0,0,0,0,185.5,0,1,3,0,3.0,1.0,0.3333333333333333,1,121,0,1,1,2,1,3,0
6926,0,20,2016,6,0,4,2,2.0,0,0,0,0,0,0,211.0,0,2,4,0,4.0,1.0,0.5,1,71,0,1,0,1,5,3,3
6927,0,5,2017,3,0,1,1,0.0,0,1,0,3,0,0,65.0,0,1,1,0,1.0,1.0,1.0,1,121,0,1,0,1,0,3,3
6928,0,0,2015,8,2,1,2,0.0,0,0,0,0,0,0,98.0,1,0,3,0,2.0,0.6666666666666666,0.0,0,50,0,1,0,1,5,3,3
6929,0,111,2016,5,1,3,2,0.0,0,0,0,0,0,0,93.75,0,1,4,0,2.0,0.5,0.5,1,50,0,1,0,0,5,1,3
6930,0,48,2017,8,0,3,2,0.0,0,0,0,0,0,0,140.0,0,2,3,0,2.0,0.6666666666666666,1.0,1,50,0,1,0,0,5,3,3
6931,1,187,2017,2,0,5,2,0.0,0,0,0,0,0,0,55.8,0,0,5,0,2.0,0.4,0.0,0,66,0,1,1,1,1,3,0
6932,0,77,2016,12,0,1,2,0.0,0,0,0,0,0,0,44.64,0,0,1,0,2.0,2.0,0.0,0,109,0,1,1,1,5,3,3
6933,1,54,2016,10,2,1,2,0.0,0,0,0,0,0,0,95.0,0,1,3,0,2.0,0.6666666666666666,0.5,1,121,1,1,0,1,4,3,3
6934,1,186,2017,5,0,2,2,0.0,0,0,0,0,0,0,130.0,0,0,2,0,2.0,1.0,0.0,0,121,1,1,0,1,6,3,3
6935,0,135,2016,7,2,5,3,1.0,0,0,0,0,0,0,222.0,0,1,7,0,4.0,0.5714285714285714,0.25,1,121,0,1,1,1,1,3,0
6936,1,29,2016,3,2,0,2,0.0,0,0,0,0,0,0,100.7,0,0,2,0,2.0,1.0,0.0,0,121,0,1,0,1,5,3,3
6937,1,264,2015,7,0,2,2,0.0,0,0,1,0,0,0,62.0,0,0,2,0,2.0,1.0,0.0,0,121,0,1,0,1,6,1,3
6938,1,341,2015,9,0,2,2,0.0,0,0,1,0,0,0,62.0,0,0,2,0,2.0,1.0,0.0,0,121,1,1,0,1,6,1,3
6939,0,214,2016,8,2,5,2,0.0,0,0,0,0,0,0,137.43,0,0,7,0,2.0,0.2857142857142857,0.0,0,46,0,1,1,0,4,3,3
6940,0,0,2016,11,1,1,1,0.0,0,1,0,0,1,0,108.0,1,0,2,0,1.0,0.5,0.0,0,109,0,1,1,1,1,3,0
6941,1,240,2016,10,1,2,2,0.0,0,0,0,0,0,0,110.0,0,0,3,0,2.0,0.6666666666666666,0.0,0,121,1,1,0,1,6,3,3
6942,1,51,2017,8,2,0,2,2.0,0,0,0,0,0,0,290.0,0,1,2,0,4.0,2.0,0.25,1,149,0,1,1,1,5,3,3
6943,0,214,2017,3,2,5,2,0.0,0,0,0,0,1,0,61.2,0,0,7,0,2.0,0.2857142857142857,0.0,0,53,0,1,1,2,6,1,3
6944,0,23,2016,3,0,1,2,1.0,0,0,0,0,0,0,285.0,0,0,1,0,3.0,3.0,0.0,0,149,0,1,0,1,1,3,0
6945,0,50,2015,9,0,1,2,0.0,0,0,0,0,0,0,111.0,1,2,1,0,2.0,2.0,1.0,1,47,0,1,1,1,5,3,3
6946,0,4,2016,1,0,3,1,0.0,0,0,0,0,0,0,95.0,1,1,3,0,1.0,0.3333333333333333,1.0,1,121,0,1,0,1,5,3,3
6947,0,152,2017,4,0,4,2,0.0,0,0,0,0,0,0,60.0,0,0,4,0,2.0,0.5,0.0,0,53,0,0,1,1,6,1,3
6948,0,55,2015,7,2,3,2,0.0,0,0,0,0,0,0,75.44,0,1,5,0,2.0,0.4,0.5,1,53,0,1,1,1,5,1,3
6949,1,150,2016,9,2,5,2,0.0,0,0,0,0,0,0,129.6,0,2,7,0,2.0,0.2857142857142857,1.0,1,50,0,1,0,1,5,3,3
6950,0,0,2016,3,0,1,2,0.0,0,0,0,0,1,0,45.0,0,0,1,0,2.0,2.0,0.0,0,121,0,1,1,1,1,3,0
6951,0,193,2015,9,2,7,2,0.0,0,0,0,0,0,0,84.58,0,0,9,1,2.0,0.2222222222222222,0.0,0,38,0,1,1,2,4,2,3
6952,0,316,2016,5,0,3,2,0.0,0,0,0,0,1,0,110.0,0,1,3,0,2.0,0.6666666666666666,0.5,1,9,0,1,0,1,6,1,3
6953,0,17,2016,5,1,0,1,0.0,0,0,0,0,0,0,81.0,0,0,1,0,1.0,1.0,0.0,0,121,0,1,1,1,1,1,0
6954,1,244,2015,9,2,5,2,0.0,0,0,1,0,0,0,8.0,0,0,7,0,2.0,0.2857142857142857,0.0,0,66,0,1,1,1,6,1,3
6955,0,174,2016,9,2,8,2,0.0,0,0,0,0,0,0,70.0,0,0,10,1,2.0,0.2,0.0,0,53,0,1,1,1,4,2,3
6956,0,8,2017,1,0,2,2,0.0,0,1,0,2,0,0,46.4,1,0,2,0,2.0,1.0,0.0,0,121,0,1,1,1,5,0,3
6957,0,173,2015,9,4,8,2,0.0,0,0,0,0,0,0,66.15,0,0,12,1,2.0,0.16666666666666666,0.0,0,53,0,1,1,1,4,2,3
6958,0,257,2017,5,0,4,2,0.0,0,0,0,0,0,0,101.0,0,0,4,0,2.0,0.5,0.0,0,53,0,1,1,2,6,1,0
6959,0,2,2016,3,2,1,2,0.0,0,0,0,1,0,0,64.0,1,0,3,0,2.0,0.6666666666666666,0.0,0,71,0,1,1,1,5,3,3
6960,0,37,2016,10,2,1,2,0.0,0,0,0,0,0,0,112.68,0,1,3,0,2.0,0.6666666666666666,0.5,1,15,0,0,0,1,5,3,3
6961,0,0,2016,11,0,1,2,0.0,0,0,0,0,0,0,79.0,1,0,1,0,2.0,2.0,0.0,0,66,0,1,1,1,1,3,0
6962,0,49,2015,12,3,5,1,0.0,0,0,0,0,0,0,46.27,0,1,8,1,1.0,0.125,1.0,1,30,0,1,1,1,5,3,3
6963,1,305,2017,8,1,2,1,0.0,0,0,0,0,0,0,167.18,0,2,3,0,1.0,0.3333333333333333,2.0,1,53,0,1,1,1,5,3,3
6964,1,188,2016,6,0,3,2,0.0,0,0,0,0,1,0,80.75,0,0,3,0,2.0,0.6666666666666666,0.0,0,121,0,1,0,1,4,3,3
6965,1,278,2016,8,0,1,2,0.0,0,0,1,0,0,0,65.0,0,0,1,0,2.0,2.0,0.0,0,121,1,1,0,1,6,3,3
6966,0,208,2017,8,0,1,2,0.0,0,0,0,0,0,0,157.0,0,1,1,0,2.0,2.0,0.5,1,50,0,1,0,2,6,1,3
6967,0,49,2017,3,2,2,1,0.0,0,0,0,0,1,0,67.5,0,0,4,0,1.0,0.25,0.0,0,50,0,1,0,1,4,1,3
6968,0,2,2017,5,0,3,2,0.0,0,0,0,2,1,0,153.67,0,0,3,0,2.0,0.6666666666666666,0.0,0,121,0,1,1,2,1,3,3
6969,1,276,2015,7,1,1,2,0.0,0,0,1,0,0,0,62.0,0,0,2,0,2.0,1.0,0.0,0,121,0,1,0,1,6,2,3
6970,0,32,2015,11,0,2,1,0.0,0,0,0,0,0,0,73.0,0,0,2,0,1.0,0.5,0.0,0,121,0,1,0,1,4,1,3
6971,0,14,2016,6,2,0,2,0.0,0,0,0,0,0,0,109.0,0,1,2,0,2.0,1.0,0.5,1,121,0,1,0,0,5,3,3
6972,0,212,2016,5,2,3,2,0.0,0,0,0,0,0,0,78.0,0,0,5,0,2.0,0.4,0.0,0,38,0,1,0,1,4,1,3
6973,0,139,2016,8,3,5,2,2.0,0,0,0,0,1,0,268.75,1,1,8,1,4.0,0.5,0.25,1,46,0,1,1,1,5,3,3
6974,0,2,2015,8,2,2,2,2.0,0,0,0,0,0,0,242.5,0,0,4,0,4.0,1.0,0.0,0,149,0,1,1,1,5,3,3
6975,0,146,2017,3,4,12,2,0.0,0,0,0,0,2,0,63.0,0,0,16,1,2.0,0.125,0.0,0,30,0,1,1,2,6,1,3
6976,0,75,2016,8,2,1,2,0.0,0,0,0,0,0,0,221.0,0,1,3,0,2.0,0.6666666666666666,0.5,1,25,0,1,1,1,5,3,3
6977,0,294,2016,6,0,5,2,0.0,0,0,0,0,0,0,64.8,0,1,5,0,2.0,0.4,0.5,1,71,0,0,1,1,5,3,3
6978,0,34,2016,3,2,2,2,0.0,0,0,0,0,0,0,73.8,0,0,4,0,2.0,0.5,0.0,0,53,0,1,0,1,4,3,3
6979,1,351,2016,6,0,2,2,0.0,0,0,0,0,0,0,62.0,0,0,2,0,2.0,1.0,0.0,0,121,1,1,0,1,6,3,3
6980,0,10,2016,4,1,1,1,0.0,0,0,0,0,1,0,0.0,0,0,2,0,1.0,0.5,0.0,0,121,0,1,0,2,6,1,3
6981,0,5,2016,4,0,3,2,0.0,0,0,0,0,0,0,86.0,1,0,3,0,2.0,0.6666666666666666,0.0,0,121,0,1,1,1,1,3,0
6982,0,7,2016,11,1,0,1,0.0,0,0,0,0,0,0,45.0,0,0,1,0,1.0,1.0,0.0,0,121,0,1,1,1,2,1,1
6983,0,161,2016,8,2,5,2,0.0,0,0,0,0,1,0,182.0,0,1,7,0,2.0,0.2857142857142857,0.5,1,25,0,1,1,1,5,3,3
6984,0,134,2017,2,0,1,1,0.0,0,0,0,0,0,0,75.0,0,0,1,0,1.0,1.0,0.0,0,121,0,1,0,1,6,1,3
6985,1,218,2017,5,1,1,2,0.0,0,0,0,0,0,0,107.1,0,0,2,0,2.0,1.0,0.0,0,25,0,1,0,0,5,3,3
6986,0,93,2016,8,2,1,2,0.0,0,0,0,0,0,0,216.33,0,1,3,0,2.0,0.6666666666666666,0.5,1,25,0,0,1,1,5,3,3
6987,0,22,2016,1,0,1,1,0.0,0,0,0,0,0,0,39.0,1,0,1,0,1.0,1.0,0.0,0,121,0,0,1,1,5,3,3
6988,0,2,2016,3,0,3,2,0.0,0,0,0,0,0,0,77.33,1,1,3,0,2.0,0.6666666666666666,0.5,1,46,0,1,1,1,5,3,3
6989,1,70,2016,6,2,5,3,1.0,0,0,0,0,0,0,193.0,0,0,7,0,4.0,0.5714285714285714,0.0,0,121,0,1,1,1,5,3,3
6990,1,229,2017,7,1,4,2,0.0,0,0,0,0,0,0,110.0,0,0,5,0,2.0,0.4,0.0,0,121,1,1,0,1,6,3,3
6991,0,200,2017,7,1,2,2,1.0,0,0,0,0,0,0,140.7,0,4,3,0,3.0,1.0,1.3333333333333333,1,38,0,1,0,1,5,3,3
6992,0,204,2017,4,2,2,2,2.0,0,0,0,0,0,0,210.0,0,4,4,0,4.0,1.0,1.0,1,25,0,1,0,1,5,3,3
6993,1,33,2015,8,1,4,2,0.0,0,0,0,0,0,0,209.6,0,1,5,0,2.0,0.4,0.5,1,121,0,1,1,2,1,3,0
6994,0,0,2015,8,1,3,2,0.0,0,0,0,0,0,0,197.25,0,0,4,0,2.0,0.5,0.0,0,50,0,1,1,1,1,3,0
6995,1,219,2015,9,1,2,2,0.0,0,0,1,0,0,0,80.0,0,0,3,0,2.0,0.6666666666666666,0.0,0,121,0,1,0,1,4,1,3
6996,0,29,2017,2,0,4,2,0.0,0,0,0,0,0,0,71.4,0,0,4,0,2.0,0.5,0.0,0,38,0,1,0,0,5,3,3
6997,0,66,2016,9,0,3,2,0.0,0,0,0,0,0,0,132.9,0,1,3,0,2.0,0.6666666666666666,0.5,1,46,0,1,0,1,5,3,3
6998,0,84,2015,11,1,2,1,0.0,0,0,0,0,1,0,56.0,0,0,3,0,1.0,0.3333333333333333,0.0,0,121,0,1,0,1,6,1,3
6999,0,5,2016,2,0,2,1,0.0,0,0,0,2,1,0,46.0,1,0,2,0,1.0,0.5,0.0,0,121,0,0,1,1,2,3,1
7000,0,91,2016,6,0,4,2,0.0,0,0,0,0,2,0,136.35,0,2,4,0,2.0,0.5,1.0,1,53,0,1,0,1,5,3,3
7001,0,36,2016,10,1,1,2,0.0,0,0,0,0,0,0,148.5,1,2,2,0,2.0,1.0,1.0,1,30,0,1,0,1,5,3,3
7002,1,224,2015,9,1,2,2,0.0,0,0,1,0,0,0,90.0,0,0,3,0,2.0,0.6666666666666666,0.0,0,121,1,1,0,2,6,3,3
7003,0,13,2016,9,1,5,2,0.0,0,0,0,0,0,0,159.0,0,1,6,0,2.0,0.3333333333333333,0.5,1,121,0,1,1,1,5,3,3
7004,0,75,2016,8,2,1,2,0.0,0,0,0,0,0,0,203.0,0,1,3,0,2.0,0.6666666666666666,0.5,1,50,0,1,1,1,1,3,0
7005,0,161,2017,7,1,2,2,0.0,0,0,0,0,0,0,141.0,0,0,3,0,2.0,0.6666666666666666,0.0,0,53,0,1,1,1,4,3,3
7006,1,186,2017,5,0,2,2,0.0,0,0,0,0,0,0,130.0,0,0,2,0,2.0,1.0,0.0,0,121,1,1,0,1,6,3,3
7007,0,144,2017,6,0,3,3,0.0,0,0,0,0,2,0,135.6,0,1,3,0,3.0,1.0,0.3333333333333333,1,121,0,1,0,0,5,3,3
7008,0,33,2016,4,1,4,1,0.0,0,0,0,0,0,0,37.1,0,0,5,0,1.0,0.2,0.0,0,149,0,1,1,1,4,3,3
7009,0,46,2016,12,0,1,2,0.0,0,0,0,0,0,0,122.4,0,1,1,0,2.0,2.0,0.5,1,27,0,1,0,1,5,3,3
7010,1,68,2016,2,0,2,2,0.0,0,0,1,0,0,0,75.0,0,0,2,0,2.0,1.0,0.0,0,121,1,1,0,1,6,3,3
7011,0,108,2016,6,1,2,2,0.0,0,0,0,0,0,0,61.6,0,1,3,0,2.0,0.6666666666666666,0.5,1,30,0,1,1,1,5,3,3
7012,0,223,2017,3,2,3,2,0.0,0,0,0,0,0,0,97.75,0,1,5,0,2.0,0.4,0.5,1,137,0,1,0,1,5,3,3
7013,0,84,2017,4,1,5,1,0.0,0,0,0,0,1,0,74.6,0,0,6,0,1.0,0.16666666666666666,0.0,0,71,0,1,1,1,1,1,0
7014,0,135,2017,8,2,4,3,0.0,0,0,0,0,0,0,209.0,0,0,6,0,3.0,0.5,0.0,0,75,0,1,0,1,5,3,3
7015,0,74,2015,9,0,2,2,0.0,0,0,0,0,0,0,109.0,0,0,2,0,2.0,1.0,0.0,0,121,0,0,0,2,4,1,3
7016,1,111,2017,4,2,2,2,0.0,0,0,0,0,0,0,123.75,0,0,4,0,2.0,0.5,0.0,0,71,0,1,0,1,5,3,3
7017,0,78,2015,7,2,5,2,0.0,1,0,0,0,0,0,139.0,0,2,7,0,3.0,0.42857142857142855,0.6666666666666666,1,121,0,0,1,2,5,3,3
7018,0,4,2015,11,1,2,1,0.0,0,0,0,0,1,0,117.0,0,0,3,0,1.0,0.3333333333333333,0.0,0,112,0,0,0,1,5,3,3
7019,0,37,2015,8,1,0,1,0.0,0,0,0,0,0,0,172.0,0,0,1,0,1.0,1.0,0.0,0,121,0,1,1,1,6,3,1
7020,0,18,2016,4,0,1,2,0.0,0,0,0,0,0,0,129.0,0,1,1,0,2.0,2.0,0.5,1,15,0,1,0,0,5,3,3
7021,0,4,2015,11,0,1,1,0.0,0,0,0,0,0,0,36.0,0,0,1,0,1.0,1.0,0.0,0,46,0,0,1,1,6,1,1
7022,1,66,2016,4,1,1,1,0.0,0,0,0,0,0,0,88.2,0,0,2,0,1.0,0.5,0.0,0,12,0,1,0,1,5,3,3
7023,0,92,2015,10,0,4,1,0.0,0,0,0,0,1,58,65.0,0,0,4,0,1.0,0.25,0.0,0,121,0,0,0,1,4,1,3
7024,0,53,2015,8,1,1,3,0.0,0,0,0,0,1,0,84.0,0,1,2,0,3.0,1.5,0.3333333333333333,1,46,0,0,0,1,6,1,3
7025,1,17,2017,7,0,2,2,0.0,0,0,0,0,0,0,140.0,0,1,2,0,2.0,1.0,0.5,1,53,0,1,0,0,5,3,3
7026,0,22,2016,5,0,1,2,0.0,0,0,0,0,0,0,165.0,0,1,1,0,2.0,2.0,0.5,1,66,0,1,0,1,5,3,3
7027,1,277,2016,11,1,2,2,0.0,0,0,0,0,0,0,100.0,0,0,3,0,2.0,0.6666666666666666,0.0,0,121,1,1,0,1,6,3,3
7028,0,1,2015,11,0,1,1,0.0,0,1,0,1,0,0,35.0,0,0,1,0,1.0,1.0,0.0,0,121,0,1,1,1,2,3,1
7029,1,297,2015,8,1,1,2,0.0,0,0,1,0,0,0,62.0,0,0,2,0,2.0,1.0,0.0,0,121,1,1,0,1,6,2,3
7030,0,222,2015,9,1,1,2,0.0,0,0,0,0,0,0,80.0,0,0,2,0,2.0,1.0,0.0,0,50,0,0,1,2,6,1,3
7031,0,0,2016,2,0,0,1,0.0,0,1,0,0,0,0,0.0,0,0,0,0,1.0,0.0,0.0,0,121,0,1,0,1,5,3,3
7032,0,127,2015,7,2,5,2,0.0,0,0,0,0,0,0,94.95,0,1,7,0,2.0,0.2857142857142857,0.5,1,53,0,0,1,2,4,2,3
7033,0,151,2017,6,0,3,2,0.0,0,0,0,0,0,0,122.7,0,0,3,0,2.0,0.6666666666666666,0.0,0,38,0,1,0,1,5,1,3
7034,1,317,2016,9,0,2,2,0.0,0,0,0,0,0,0,120.0,0,0,2,0,2.0,1.0,0.0,0,121,1,1,0,1,4,3,3
7035,0,147,2016,9,1,2,2,0.0,0,0,0,0,0,0,89.75,0,2,3,0,2.0,0.6666666666666666,1.0,1,38,0,1,0,1,4,3,3
7036,0,105,2016,1,1,4,2,0.0,0,0,0,0,0,0,84.0,0,0,5,0,2.0,0.4,0.0,0,38,0,1,0,1,4,3,3
7037,0,183,2017,5,2,0,2,0.0,0,0,0,0,2,0,108.0,0,1,2,0,2.0,1.0,0.5,1,149,0,1,0,1,5,3,3
7038,0,185,2016,4,1,1,1,0.0,0,0,0,0,1,0,54.5,0,0,2,0,1.0,0.5,0.0,0,38,0,1,1,2,6,1,3
7039,0,106,2017,2,1,3,2,0.0,0,0,0,0,0,0,63.14,0,1,4,0,2.0,0.5,0.5,1,53,0,1,1,1,5,3,3
7040,0,233,2016,8,3,7,2,0.0,0,0,0,0,1,0,156.0,0,1,10,1,2.0,0.2,0.5,1,88,0,1,1,2,5,3,3
7041,0,1,2016,6,0,1,2,0.0,0,0,0,0,0,0,139.0,0,0,1,0,2.0,2.0,0.0,0,62,0,1,0,1,1,3,0
7042,1,21,2016,5,0,2,2,0.0,0,0,0,0,0,0,141.0,0,0,2,0,2.0,1.0,0.0,0,50,0,1,0,1,5,3,3
7043,0,44,2016,11,0,2,2,0.0,0,0,0,0,0,0,37.8,0,2,2,0,2.0,1.0,1.0,1,53,0,1,1,1,5,3,3
7044,0,233,2016,9,1,1,2,0.0,0,0,0,0,0,0,96.0,0,1,2,0,2.0,1.0,0.5,1,121,0,1,0,2,6,1,3
7045,0,29,2017,1,0,3,1,0.0,0,0,0,0,0,0,65.0,0,0,3,0,1.0,0.3333333333333333,0.0,0,121,0,1,0,1,6,1,3
7046,0,144,2015,12,0,3,2,0.0,0,0,0,0,0,0,72.25,0,2,3,0,2.0,0.6666666666666666,1.0,1,38,0,1,0,1,5,2,3
7047,1,164,2017,5,1,2,1,0.0,0,0,0,0,0,0,160.0,0,0,3,0,1.0,0.3333333333333333,0.0,0,121,1,1,0,1,6,3,3
7048,0,14,2016,11,1,5,2,0.0,0,0,0,0,1,0,122.96,0,1,6,0,2.0,0.3333333333333333,0.5,1,38,0,1,0,1,5,3,3
7049,0,158,2016,12,2,2,2,0.0,0,0,0,0,0,0,89.5,0,2,4,0,2.0,0.5,1.0,1,4,0,1,0,1,5,3,3
7050,0,200,2016,10,1,2,2,0.0,0,0,0,0,1,0,82.92,0,3,3,0,2.0,0.6666666666666666,1.5,1,25,0,1,0,1,5,3,3
7051,0,4,2016,2,2,0,2,0.0,0,0,0,0,0,0,102.0,1,1,2,0,2.0,1.0,0.5,1,46,0,1,0,1,5,3,3
7052,0,168,2015,9,0,2,2,0.0,0,0,0,0,0,0,60.0,0,0,2,0,2.0,1.0,0.0,0,121,0,0,0,1,6,1,3
7053,0,101,2017,5,0,3,2,0.0,0,0,0,0,0,0,102.0,0,1,3,0,2.0,0.6666666666666666,0.5,1,71,0,1,1,1,5,3,3
